"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
13 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 46 -0.634016567391304
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 46 -0.224040816628261
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 46 -0.0654047972826087
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 46 -0.248457011347826
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 46 -0.203980103717391
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 46 -0.0551561039130435
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 46 -0.0653066509130435
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 46 -0.231733765673913
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 46 -0.401964545217391
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 46 -0.309358312604348
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 46 -0.270717934221739
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 46 -0.524159972826087
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 46 -0.323085540152174
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 46 -0.272743753717391
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 46 -0.617649931086957
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 46 -0.286394892302174
13 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 46 -0.42443606676087
14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 43 1.53669069767505e-06
14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 43 -0.0703164959302326
14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 43 0.140029815511628
14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 43 -0.909600742558139
14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 43 -0.936264651860465
14 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 43 -0.933352315348837
14 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 43 -0.844039978139535
14 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 43 -0.875208822093023
14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 43 -0.10500576727907
14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 43 -0.0421634329232558
14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 43 -0.0629214469906977
14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 43 -0.962480671395349
14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 43 -0.970861744651163
14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 43 -0.977761333488372
14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 43 -0.970805242790698
14 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 43 -0.97110769
14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 43 0.245430908344186
14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 43 -0.0149943610767442
14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 43 -0.105328946744186
14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 43 -0.931716426046512
14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 43 -0.799175407674419
14 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 43 -0.750226030465116
14 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 43 -0.646310239255814
14 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 43 -0.715629155348837
14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 43 0.0851348996511628
14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 43 0.0205202320472093
14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 43 -0.0312480716511628
14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 43 -0.974332974651163
14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 43 -0.95128829372093
14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 43 -0.969341829069768
14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 43 -0.965003269767442
14 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 43 -0.965718866046512
14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 43 -0.393374446046512
14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 43 0.641003486860465
14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 43 0.514720303651163
14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 43 -0.872741332325581
14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 43 -0.744997109395349
14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 43 -0.62117498555814
14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 43 -0.646310239255814
14 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 43 -0.715629155348837
14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 43 -0.910348157674419
14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 43 -0.944917151162791
14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 43 -0.941789013023256
14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 43 -0.910804705348837
14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 43 -0.932571470930233
14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 43 -0.937014988139535
14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 43 -0.920663004186047
14 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 43 -0.870891317209302
14 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 43 -0.97067307
14 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 43 -0.97354367627907
14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 43 -0.945514509069767
14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 43 -0.855214264883721
14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 43 -0.834949833255814
14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 43 -0.927098642325581
14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 43 -0.788035612790698
14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 43 -0.730688172067442
14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 43 -0.816233658837209
14 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 43 -0.717350322023256
14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 43 -0.974219002790698
14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 43 -0.951742713023256
14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 43 -0.964053421860465
14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 43 -0.976914210232558
14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 43 -0.954357377906977
14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 43 -0.973515524651163
14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 43 -0.963947544186047
14 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 43 -0.967319980697674
14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 31 -0.0345265254516129
14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 31 -0.0714750422580645
14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 31 0.0845054581612903
14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 31 -0.985925803225806
14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 31 -0.976788620322581
14 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 31 -0.967128713548387
14 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 31 -0.96444216483871
14 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 31 -0.964017306451613
14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 31 -0.0949288689677419
14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 31 -0.0404711419354839
14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 31 -0.0487604201935484
14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 31 -0.989199059032258
14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 31 -0.989030419032258
14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 31 -0.988648316129032
14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 31 -0.990574887096774
14 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 31 -0.988847949677419
14 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 31 0.277626615806452
14 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 31 -0.0133809479096774
14 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 31 -0.102915841870968
14 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 31 -0.993965042580645
14 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 31 -0.922122370290323
14 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 31 -0.960358725483871
14 "SITTING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 31 -0.960226262903226
14 "SITTING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 31 -0.94938825516129
14 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 31 0.074594536
14 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 31 0.00158912212258064
14 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 31 -0.00161097953548387
14 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 31 -0.990650921612903
14 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 31 -0.978241997741936
14 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 31 -0.985998630322581
14 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 31 -0.98683754483871
14 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 31 -0.984789917096774
14 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 31 0.970066614516129
14 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 31 0.0626968702258065
14 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 31 0.00272148661387097
14 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 31 -0.99477414
14 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 31 -0.94876369516129
14 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 31 -0.969978049354839
14 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 31 -0.960226262903226
14 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 31 -0.94938825516129
14 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 31 -0.983288157096774
14 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 31 -0.98042415483871
14 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 31 -0.97167642483871
14 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 31 -0.986851869354839
14 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 31 -0.974985589032258
14 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 31 -0.968820739032258
14 "SITTING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 31 -0.974938104516129
14 "SITTING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 31 -0.963608089032258
14 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 31 -0.989251507096774
14 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 31 -0.98879043
14 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 31 -0.992460049354839
14 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 31 -0.941582739032258
14 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 31 -0.970566287096774
14 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 31 -0.994684630967742
14 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 31 -0.917671731612903
14 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 31 -0.957322301612903
14 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 31 -0.958611463870968
14 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 31 -0.951982209032258
14 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 31 -0.990956008709677
14 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 31 -0.978187818709677
14 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 31 -0.983338044516129
14 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 31 -0.991169785806452
14 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 31 -0.979970480967742
14 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 31 -0.987330661612903
14 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 31 -0.984208253870968
14 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 31 -0.984493189677419
14 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 52 -0.0241979969269231
14 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 52 -0.0696726463269231
14 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 52 0.0959721578076923
14 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 52 -0.962498913461538
14 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 52 -0.971486217884615
14 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 52 -0.970799675576923
14 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 52 -0.958967189038461
14 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 52 -0.947584959038462
14 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 52 -0.101842349211538
14 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 52 -0.0438977268653846
14 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 52 -0.0576561262692308
14 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 52 -0.972348762307692
14 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 52 -0.984322336923077
14 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 52 -0.980862624615385
14 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 52 -0.982363226153846
14 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 52 -0.979012761730769
14 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 52 0.277811062115385
14 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 52 -0.0177114054217308
14 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 52 -0.110478315865385
14 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 52 -0.991910929423077
14 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 52 -0.950862458846154
14 "STANDING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 52 -0.949183556730769
14 "STANDING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 52 -0.965680486538462
14 "STANDING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 52 -0.961586241346154
14 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 52 0.07545660925
14 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 52 0.00654525463730769
14 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 52 -0.00642891031019231
14 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 52 -0.988101371538462
14 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 52 -0.974154472884615
14 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 52 -0.984483700769231
14 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 52 -0.984168818076923
14 "STANDING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 52 -0.982193381923077
14 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 52 0.964044629230769
14 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 52 -0.155006956961538
14 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 52 0.0879871498076923
14 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 52 -0.992459424230769
14 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 52 -0.978657623076923
14 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 52 -0.956467538653846
14 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 52 -0.965680486538462
14 "STANDING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 52 -0.961586241346154
14 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 52 -0.958470255384615
14 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 52 -0.973779014615385
14 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 52 -0.969800188846154
14 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 52 -0.964183706923077
14 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 52 -0.970393211346154
14 "STANDING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 52 -0.973926438461538
14 "STANDING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 52 -0.960671798269231
14 "STANDING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 52 -0.948622765769231
14 "STANDING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 52 -0.979785768269231
14 "STANDING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 52 -0.979144488461538
14 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 52 -0.989879691730769
14 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 52 -0.957985433269231
14 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 52 -0.964858988653846
14 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 52 -0.992888230769231
14 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 52 -0.949666300576923
14 "STANDING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 52 -0.944829706538462
14 "STANDING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 52 -0.968079265769231
14 "STANDING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 52 -0.963474463653846
14 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 52 -0.987894813461538
14 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 52 -0.974164420384615
14 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 52 -0.981615730576923
14 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 52 -0.989484479038461
14 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 52 -0.976085486538462
14 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 52 -0.986028577115385
14 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 52 -0.981430226923077
14 "STANDING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 52 -0.982057686538461
14 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 74 -0.0156305378067568
14 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 74 -0.0820768065347297
14 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 74 0.0867868736891892
14 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 74 -0.401158753783784
14 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 74 -0.604032097432432
14 "WALKING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 74 -0.562775245405405
14 "WALKING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 74 -0.394362401351351
14 "WALKING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 74 -0.489809386081081
14 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 74 -0.102377269321622
14 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 74 -0.0398986518064865
14 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 74 -0.0512696224225676
14 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 74 -0.507957094054054
14 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 74 -0.799635384189189
14 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 74 -0.659576163108108
14 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 74 -0.678466069054054
14 "WALKING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 74 -0.757032544864865
14 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 74 0.278992759054054
14 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 74 -0.0186477624716216
14 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 74 -0.108737636297297
14 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 74 -0.596007443513514
14 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 74 -0.161852411581081
14 "WALKING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 74 -0.437133403243243
14 "WALKING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 74 -0.40528943
14 "WALKING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 74 -0.565601466081081
14 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 74 0.0721720712281081
14 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 74 0.00351115201418919
14 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 74 -0.00335098680675676
14 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 74 -0.607620931621622
14 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 74 -0.382619718513514
14 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 74 -0.675601403648649
14 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 74 -0.538291424594595
14 "WALKING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 74 -0.542870062567568
14 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 74 0.93748311445946
14 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 74 -0.127315870743243
14 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 74 0.188416273486486
14 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 74 -0.979499263243243
14 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 74 -0.965093441081081
14 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 74 -0.944995731216216
